frequency_hz,eq_copy_db,source_variant,smoothing,pipeline_version
1627.993648870569,3.844968801417246,v17_v15w_weighted_all,none,V17.0-operative
1650.1123402513158,3.868514374777525,v17_v15w_weighted_all,none,V17.0-operative
1672.531546630224,3.920401455608391,v17_v15w_weighted_all,none,V17.0-operative
1695.2553509461331,3.966422749596038,v17_v15w_weighted_all,none,V17.0-operative
1718.28789161062,4.028641852648765,v17_v15w_weighted_all,none,V17.0-operative
1741.6333632616777,4.046677432227524,v17_v15w_weighted_all,none,V17.0-operative
1765.2960175276344,4.0595074704836405,v17_v15w_weighted_all,none,V17.0-operative
1789.2801638014505,4.036570898135455,v17_v15w_weighted_all,none,V17.0-operative
1813.5901700255367,3.991522949328514,v17_v15w_weighted_all,none,V17.0-operative
1838.2304634872355,3.9567996646547594,v17_v15w_weighted_all,none,V17.0-operative
1863.205531625105,3.91003428700051,v17_v15w_weighted_all,none,V17.0-operative
1888.5199228461688,3.8237921339393206,v17_v15w_weighted_all,none,V17.0-operative
1914.178247354256,3.8048670455611946,v17_v15w_weighted_all,none,V17.0-operative
1940.185177989607,3.756211114511807,v17_v15w_weighted_all,none,V17.0-operative
1966.545451079876,3.736354531820604,v17_v15w_weighted_all,none,V17.0-operative
1993.263867302706,3.7483960923348394,v17_v15w_weighted_all,none,V17.0-operative
