pair,event,event_confidence_v18,class_weight,note_weight,lag_weight
C_12,34,0.7688775481165516,1.0,0.9134323230713721,0.9142857142857275
C_12,35,0.7496853643192386,1.0,0.9065204420749703,0.7857142857142796
C_12,36,0.7495370796743229,1.0,0.9080711506593399,0.8714285714285606
C_12,37,0.7301419824081735,1.0,0.9166520036430476,0.7714285714285747
C_12,38,0.7478930863097,1.0,0.9114178981073136,0.8571428571428557
C_12,39,0.7379438174975989,1.0,0.9178451998582027,0.8571428571428557
C_12,40,0.7600857714356983,1.0,0.9091324992231827,0.9857142857142693
C_12,41,0.6597926014538477,1.0,0.9192528965577199,0.9857142857142867
C_12,42,0.7717524233410032,1.0,0.9120660418169149,0.9714285714285644
C_12,43,0.8036438219570713,1.0,0.9287205851890871,0.9714285714285812
C_12,44,0.7703962603191207,1.0,0.908953032938463,0.9428571428571367
C_12,45,0.7702333779177969,1.0,0.9160482903907208,0.8999999999999878
C_12,46,0.7824708587915808,1.0,0.9143651975136935,0.9857142857142861
C_12,47,0.7236308627744746,1.0,0.9184866972864254,0.7571428571428525
C_12,48,0.701016929428732,0.7,0.9144673643134398,0.8142857142857068
C_12,49,0.6919768107158857,0.7,0.9188718121378112,0.6571428571428666
C_12,50,0.6720589905049912,0.7,0.9136160213788017,0.6999999999999807
C_12,51,0.7247308317833345,0.7,0.9353176922669438,0.8142857142857242
C_12,52,0.7096846280411067,0.7,0.912510482414115,0.8571428571428736
C_12,53,0.7290489040604802,0.7,0.902562144462741,0.8714285714285959
C_24,0,0.7828162463841876,1.0,0.8847491882581671,0.7463131889015536
C_24,1,0.7100298675839611,1.0,0.7797813653949801,0.741562143671603
C_24,2,0.7027170707222632,1.0,0.7874415693650887,0.7445077917141725
C_24,3,0.7279964947664047,1.0,0.9080857448695656,0.7468643101482282
C_24,4,0.7381730889769844,1.0,0.8110521814904863,0.7388635499809906
C_24,6,0.6887814480801194,1.0,0.9071375914044597,0.4930824781451858
C_24,7,0.704726214811085,1.0,0.9867987440531755,0.49308247814518624
C_24,8,0.6021679187796081,1.0,0.9367757903997113,0.5043899657924679
C_24,9,0.7326522387114277,1.0,0.9214913404841238,0.4857278601292211
C_24,10,0.7953657715141158,1.0,0.9660535293353977,0.9931014823261071
